,title,worktype,skill,url,formatted_address,country,latlng
4239,tőke (£ / $ / € / & / ?) 2,Full-Time,"['Administration', 'Occupational Health And Safety Administration (Osha)', 'Decision Making', 'Management']",https://www.oilandgasjobsearch.com/job/J3V3725Z8DFJKWMCTMH?ipath=CRJR4240,"64990 Saint-Pierre-d'Irube, France",France,"{'lat': 43.478905, 'lng': -1.459398}"
4240,Asset/Investment/Portfolio Manager,Full-Time,"['Master Of Business Administration (Mba)', 'Business Administration', 'Investments', 'Finance', 'Forecasting', 'Financial Analysis']",https://www.oilandgasjobsearch.com/job/J3V7R05YW13Q88YLPTW?ipath=CRJR4241,"Mannheim, Germany",Germany,"{'lat': 49.4874592, 'lng': 8.466039499999999}"
4241,Senior Electrical Design Engineer,Full-Time,"['Scheduling', 'Manufacturing', 'Engineering', 'Purchasing', 'Instrumentation', 'Engineering Management']",https://www.oilandgasjobsearch.com/job/J3W6TL5Y3SVVPJB3JCR?ipath=CRJR4242,"Leeds, UK",UK,"{'lat': 53.8007554, 'lng': -1.5490774}"
4242,Contract Manager - NEC3,Full-Time,"['Strategic Sourcing', 'Procurement', 'Contract Management', 'Sourcing (Recruitment)', 'Supply Chain Management', 'Engineering']",https://www.oilandgasjobsearch.com/job/J3T3196HLP1SQNSFGG3?ipath=CRJR4243,"Bristol, UK",UK,"{'lat': 51.454513, 'lng': -2.58791}"
4243,I&C Engineer (SWFGD) Or (Electrostatic Static Precipitator),Contractor,"['Instructions', 'Corrective Maintenance', 'Seawater', 'Continuous Production', 'Complex Problem Solving', 'Preventive Maintenance']",https://www.oilandgasjobsearch.com/job/J3M75G6YJHVBYMVM5C7?ipath=CRJR4244,Yanbu Saudi Arabia,Saudi Arabia,"{'lat': 24.0231757, 'lng': 38.1899782}"
4244,Contract Manager,Contractor,"['Scheduling', 'Reports', 'Oil And Gas', 'Oil Painting', 'Management', 'Administration']",https://www.oilandgasjobsearch.com/job/J3N2TG5XX3FV18WGKZN?ipath=CRJR4245,"Khlong Tan Nuea, Watthana, Bangkok 10110, Thailand",Thailand,"{'lat': 13.7352523, 'lng': 100.5830644}"
4245,Asia Logistics Manager,Full-Time,"['Freight Forwarding', 'Procurement', 'Manufacturing', 'Transportation Management Systems', 'Information Technology', 'Data Analysis']",https://www.oilandgasjobsearch.com/job/J3M5DJ77THF2JF0VSSX?ipath=CRJR4246,"Quezon City, Metro Manila, Philippines",Philippines,"{'lat': 14.6760413, 'lng': 121.0437003}"
4246,SR. HVAC ENGINEER,Contractor,"['Infrastructure', 'Engineering', 'Management', 'Asset Management', 'Commissioning', 'Quality Procedures']",https://www.oilandgasjobsearch.com/job/J3Q8156KYHSMQN2BY38?ipath=CRJR4247,"Doha, Qatar",Qatar,"{'lat': 25.2854473, 'lng': 51.53103979999999}"
4247,I&C Engineer (SWFGD) Or (Electrostatic Static Precipitator),Contractor,"['Instructions', 'Corrective Maintenance', 'Seawater', 'Continuous Production', 'Complex Problem Solving', 'Preventive Maintenance']",https://www.oilandgasjobsearch.com/job/J3S2T96SF55NMPHS82V?ipath=CRJR4248,Yanbu Saudi Arabia,Saudi Arabia,"{'lat': 24.0231757, 'lng': 38.1899782}"
4249,Frac Master - Saudi Arabia,Contractor,['Oil Fields'],https://www.oilandgasjobsearch.com/job/J3V61Z5Y7NDR754JG9X?ipath=CRJR4250,"Washington, DC, USA",USA,"{'lat': 38.9071923, 'lng': -77.0368707}"
4250,WIRELINE SUPERVISOR,Contractor,"['Operations', 'Oil And Gas', 'Oil Painting', 'Hydrogen Sulfide (H2 S) Training', 'Hardworking And Dedicated', 'Health Safety And Environment']",https://www.oilandgasjobsearch.com/job/J3P1HM5Z22TSMMD6FBF?ipath=CRJR4251,"Doha, Qatar",Qatar,"{'lat': 25.2854473, 'lng': 51.53103979999999}"
4251,Senior Planning Engineer,Full-Time,"['Progress Reporting', 'Scheduling', 'Mitigation', 'Analysis', 'Project Management', 'Engineering']",https://www.oilandgasjobsearch.com/job/J2N545735KP3V2YP479?ipath=CRJR4252,"Basrah, Iraq",Iraq,"{'lat': 30.5257657, 'lng': 47.77379699999999}"
4252,"Layout Engineer - Electrical (Bristol, GB)",Full-Time,"['Auto Cad', 'Pdms', 'Microsoft Office', 'Systems Design', 'Engineering', 'Computer Aided Design']",https://www.oilandgasjobsearch.com/job/J3Q01F6DCJ84XV1S13T?ipath=CRJR4253,"Bristol, UK",UK,"{'lat': 51.454513, 'lng': -2.58791}"
4253,"Outage Coordinator (Sizewell, Suffolk, GB)",Full-Time,"['Multitasking', 'Management', 'Nuclear Power', 'Primavera']",https://www.oilandgasjobsearch.com/job/J3W23F5WDXYCWV23HFL?ipath=CRJR4254,"Sizewell, Leiston IP16, UK",UK,"{'lat': 52.20795500000001, 'lng': 1.621034}"
4254,Mechanical Technician,Full-Time,"['Preventive Maintenance', 'Valves (Piping)', 'Pumps', 'Assembling', 'Mechanical Systems', 'Operations']",https://www.oilandgasjobsearch.com/job/J3T5ZK64JHGCJ920GZP?ipath=CRJR4255,"Hampton, VA, USA",USA,"{'lat': 37.0298687, 'lng': -76.34522179999999}"
4255,Client Account Partner,Full-Time,"['Management', 'Research', 'Communication', 'Presentations', 'Marketing', 'Interpersonal Skills']",https://www.oilandgasjobsearch.com/job/J3W2MX79SDNB9054LJ6?ipath=CRJR4256,"Denver, CO, USA",USA,"{'lat': 39.7392358, 'lng': -104.990251}"
4256,Mechanical Technician,Full-Time,"['Preventive Maintenance', 'Valves (Piping)', 'Pumps', 'Assembling', 'Mechanical Systems', 'Operations']",https://www.oilandgasjobsearch.com/job/J3W8CY61FZTZB1Z8X5S?ipath=CRJR4257,"Hampton, VA, USA",USA,"{'lat': 37.0298687, 'lng': -76.34522179999999}"
4257,HVAC Technician,Full-Time,"['Installations (Manual/Mechanical)', 'Pumps', 'Boilers', 'Hydrofluorocarbon', 'Wiring Diagram', 'Motors']",https://www.oilandgasjobsearch.com/job/J3W04B67S4SMQS9VB27?ipath=CRJR4258,"Moffett Federal Airfield, Mountain View, CA 94043, USA",USA,"{'lat': 37.4094963, 'lng': -122.0510589}"
4258,Mechanic-Refrigeration and AC Maintenance,Full-Time,"['Valves (Piping)', 'Thermostat', 'Pumps', 'Fans', 'Coupling', 'Personal Protective Equipment']",https://www.oilandgasjobsearch.com/job/J3R2DK69CDHJQ939DF3?ipath=CRJR4259,"Hampton, VA, USA",USA,"{'lat': 37.0298687, 'lng': -76.34522179999999}"
4259,Software Test Engineer I,Full-Time,"['Software Quality Assurance (Sqa)', 'C Sharp (Programming Language)', 'C (Programming Language)', 'Java (Programming Language)', 'Agile Software Development', 'Revision Controls']",https://www.oilandgasjobsearch.com/job/J3T12D6P2J0SZCHJQRZ?ipath=CRJR4260,"Pune, Maharashtra, India",India,"{'lat': 18.5204303, 'lng': 73.8567437}"
4260,Field Permits Engineer,Full-Time,"['Scheduling', 'Authorization (Computing)', 'Construction', 'Civil Engineering']",https://www.oilandgasjobsearch.com/job/J3R2SH77XHYPD7Y3T26?ipath=CRJR4261,"Iquique, Tarapacá, Chile",Chile,"{'lat': -20.2307033, 'lng': -70.1356692}"
4261,Mechanical Technician,Full-Time,"['Preventive Maintenance', 'Valves (Piping)', 'Pumps', 'Assembling', 'Mechanical Systems', 'Operations']",https://www.oilandgasjobsearch.com/job/J3T0RR6D9NSCBWK4TPK?ipath=CRJR4262,"Hampton, VA, USA",USA,"{'lat': 37.0298687, 'lng': -76.34522179999999}"
4262,Test Engineer – V&V,Full-Time,"['Test Automation', 'Test Execution Engine', 'Functional Testing', 'Graphical User Interface Testing', 'Manual Testing', 'Software Testing']",https://www.oilandgasjobsearch.com/job/J3W08D6PH540B5TQQVV?ipath=CRJR4263,"Pune, Maharashtra, India",India,"{'lat': 18.5204303, 'lng': 73.8567437}"
4263,Lead Software Engineer,Full-Time,"['Complex Problem Solving', 'Decision Making', 'Leadership', 'System Configuration', 'Supervisory Control And Data Acquisition (Scada)', 'Negotiation']",https://www.oilandgasjobsearch.com/job/J3T23M773V9W9KXPM09?ipath=CRJR4264,"Pune, Maharashtra, India",India,"{'lat': 18.5204303, 'lng': 73.8567437}"
4264,Senior Embedded Security Engineer,Full-Time,"['Integrated Circuits', 'Real Time Operating Systems', 'Joint Test Action (Ieee Standards)', 'Serial Peripheral Interface', 'Universal Asynchronous Receiver/Transmitter', 'Modbus']",https://www.oilandgasjobsearch.com/job/J3W46W6Q4CWXJGQ96LS?ipath=CRJR4265,"Pune, Maharashtra, India",India,"{'lat': 18.5204303, 'lng': 73.8567437}"
4265,Sr.Software Engineer,Full-Time,"['Asp.Net', '.Net Framework', 'C Sharp (Programming Language)', 'Object Oriented Programming And Systems', 'Windows Communication Foundation', 'Windows Presentation Foundation']",https://www.oilandgasjobsearch.com/job/J3T0RR73FMN22PLC2JY?ipath=CRJR4266,"Pune, Maharashtra, India",India,"{'lat': 18.5204303, 'lng': 73.8567437}"
4266,Sr.Software Engineer,Full-Time,"['Asp.Net', '.Net Framework', 'C Sharp (Programming Language)', 'Object Oriented Programming And Systems', 'Windows Communication Foundation', 'Windows Presentation Foundation']",https://www.oilandgasjobsearch.com/job/J3Q0XM6FP9L5FG1VG54?ipath=CRJR4267,"Pune, Maharashtra, India",India,"{'lat': 18.5204303, 'lng': 73.8567437}"
4267,Technical Editor (Geosciences Domain),Full-Time,"['Help System', 'Release Notes', 'User Feedback', 'Technical Writings', 'Technical Documentation', 'Software Documentation']",https://www.oilandgasjobsearch.com/job/J3W63L731L9P4HZBJNT?ipath=CRJR4268,"Pune, Maharashtra, India",India,"{'lat': 18.5204303, 'lng': 73.8567437}"
4268,Lead Hardware Product Security Engineer,Full-Time,"['Modbus', 'Proportional Integral Derivative (Closed Loop Control)', 'Profibus', 'Supervisory Control And Data Acquisition (Scada)', 'Universal Asynchronous Receiver/Transmitter', 'Human Computer Interaction']",https://www.oilandgasjobsearch.com/job/J3V1S66N2KN5NPKFQPH?ipath=CRJR4269,"Pune, Maharashtra, India",India,"{'lat': 18.5204303, 'lng': 73.8567437}"
4269,Software Developer - Mobile App,Full-Time,"['J Query Mobile', 'Google Play', 'Html5', 'Objective C (Progamming Language)', 'Java Script (Programming Language)', 'Cascading Style Sheets (Css)']",https://www.oilandgasjobsearch.com/job/J3T7KJ67ZMBR4SVKX3S?ipath=CRJR4270,"Pune, Maharashtra, India",India,"{'lat': 18.5204303, 'lng': 73.8567437}"
4270,Lead Automation Test Engineer – V&V,Full-Time,"['Test Automation', 'Functional Testing', 'Test Execution Engine', 'Test Planning', 'Bug Tracking Systems', 'Manual Testing']",https://www.oilandgasjobsearch.com/job/J3V7K26P56K5T072N08?ipath=CRJR4271,"Pune, Maharashtra, India",India,"{'lat': 18.5204303, 'lng': 73.8567437}"
4271,STAGE INGENIEUR(E) D'AFFAIRES F/H Sur la partie développement de,Full-Time,"['Ménagère', 'Esprit (Logiciel De Sauvegarde)', 'Qualité (Business)', 'Commerce (Extensible Markup Language Cxml)', 'Autosuffisance', 'Commerce']",https://www.oilandgasjobsearch.com/job/J3S0796V1D9XLYVL95S?ipath=CRJR4272,"Kansas City, MO, USA",USA,"{'lat': 39.0997265, 'lng': -94.5785667}"
4272,Responsable d'équipe travaux - Projets photovoltaïques F/H,Full-Time,"['Délai', 'Générateurs Électriques', 'Accompagnement', 'Apprentissage Expérientiel', 'Qualité (Business)', 'Formation']",https://www.oilandgasjobsearch.com/job/J3Q78C76W88ZMY028R8?ipath=CRJR4273,"Occitanie, France",France,"{'lat': 43.8927232, 'lng': 3.2827625}"
4273,Responsable d'affaires F/H,Full-Time,"['Formation', 'Ingénieur', 'Contrat', 'Management', 'Qualité (Business)', 'Client De Messagerie']",https://www.oilandgasjobsearch.com/job/J3N6Z26RWZCM53HQ4ZR?ipath=CRJR4274,"Occitanie, France",France,"{'lat': 43.8927232, 'lng': 3.2827625}"
4274,Analyste fonctionnel SAP Logistique SD et CS F/H,Full-Time,"['Ménagère', 'Esprit (Logiciel De Sauvegarde)', 'Qualités Personnelles Questionnaires', 'Formation', 'Commerce (Extensible Markup Language Cxml)', 'Projet (Chaudière)']",https://www.oilandgasjobsearch.com/job/J3W5LJ71NH1LHSZ2CC4?ipath=CRJR4275,"Île-de-France, France",France,"{'lat': 48.8499198, 'lng': 2.6370411}"
4275,Chef d'équipe - Génie civil réseaux secs F/H,Full-Time,"['Chantier Naval', 'Travaux', 'Travail', 'Pose (Peinture/Sculpture)', 'Baccalauréat Professionnel', 'Cap (Navigation)']",https://www.oilandgasjobsearch.com/job/J3W39P6T42WCT45BRMB?ipath=CRJR4276,"Nouvelle-Aquitaine, France",France,"{'lat': 45.7087182, 'lng': 0.626891}"
4276,Technicien (ne) d'affaires - Photovoltaïque F/H,Full-Time,"['Génie Civil', 'Travaux', 'Travaux De Bureau', 'Bac', 'Formation', 'Autosuffisance']",https://www.oilandgasjobsearch.com/job/J3T6KF773C1F8CD9VFM?ipath=CRJR4277,"Occitanie, France",France,"{'lat': 43.8927232, 'lng': 3.2827625}"
4277,Technicien (ne) bureau d'études - Photovoltaïque,Full-Time,"['Formation', 'Autosuffisance', 'Travaux De Bureau', 'Domaine (Microsoft)', 'Prédiction', 'Auto Cad']",https://www.oilandgasjobsearch.com/job/J3P18V6PWMHYFFFN6F0?ipath=CRJR4278,"Occitanie, France",France,"{'lat': 43.8927232, 'lng': 3.2827625}"
4278,Electricien(ne)s Industriel – Projets photovoltaïques F/H,Full-Time,"['Générateurs Électriques', 'Accompagnement', 'Formation', 'Mission', 'Apprentissage Expérientiel', 'Ménagère']",https://www.oilandgasjobsearch.com/job/J3M3NZ6CNMN8RNFZX1B?ipath=CRJR4279,"Occitanie, France",France,"{'lat': 43.8927232, 'lng': 3.2827625}"
4279,Water Resouce Engineer,Full-Time,"['Civil Engineering', 'Land Development', 'Engineering Design Process', 'Hydrology', 'Hydraulic Engineering', 'Professional Engineer']",https://www.oilandgasjobsearch.com/job/J3R0TQ6KWCP9MXH39MN?ipath=CRJR4280,"Houston, TX, USA",USA,"{'lat': 29.7604267, 'lng': -95.3698028}"
4280,Responsable opérationnel des ventes (H/F),Full-Time,"['Client De Messagerie', 'Marchandage', 'Formation', 'Appel', 'Personne Qualifiée', 'Négociation']",https://www.oilandgasjobsearch.com/job/J3T3FC74FCWXYGSSKN9?ipath=CRJR4281,"Rue Boissonade, 75014 Paris, France",France,"{'lat': 48.8386018, 'lng': 2.3324959}"
4281,"Civil Engineer (Bridgwater, GB)",Full-Time,"['Scheduling', 'Interpersonal Skills', 'Communication', 'Decision Making', 'Management', 'Complex Problem Solving']",https://www.oilandgasjobsearch.com/job/J3T2JF70P69DH7VMR78?ipath=CRJR4282,"Bridgwater, UK",UK,"{'lat': 51.127889, 'lng': -3.003632}"
4282,EC&I Technician,Full-Time,"['Scheduling', 'Control Systems', 'Installations (Manual/Mechanical)', 'Microsoft Office', 'Testing']",https://www.oilandgasjobsearch.com/job/J3V6VR5WBJ0SCVWQ7KN?ipath=CRJR4283,"17 Victoria St, Morecambe LA4 4AE, UK",UK,"{'lat': 54.072089, 'lng': -2.8676829}"
4283,Senior Buildings Mechanical Engineer,Full-Time,"['Hospitality', 'Retailing', 'Quality Assurance', 'Hvac', 'Sales', 'Building Codes']",https://www.oilandgasjobsearch.com/job/J3W0CB6RM55VKFPB4V3?ipath=CRJR4284,"Toronto, ON, Canada",Canada,"{'lat': 43.653226, 'lng': -79.3831843}"
4284,Mechanical Technician,Full-Time,"['Installations (Manual/Mechanical)', 'Testing', 'Commissioning', 'Refurbishment', 'Planned Maintenance', 'Hvac']",https://www.oilandgasjobsearch.com/job/J3R7WY6FTW6MPN26HZH?ipath=CRJR4285,"17 Victoria St, Morecambe LA4 4AE, UK",UK,"{'lat': 54.072089, 'lng': -2.8676829}"
4285,Document Control Professional,Full-Time,"['Microsoft Access', 'Enterprise Document Management System', 'Microsoft Office']",https://www.oilandgasjobsearch.com/job/J3W7286G63P3LXSSQSZ?ipath=CRJR4286,"Chicago, IL, USA",USA,"{'lat': 41.8781136, 'lng': -87.6297982}"
4286,Ingénieur commercial PV,Full-Time,"['Prospection (Minerais)', 'Commerce', 'Bto B', 'Travail', 'Station Électrique', 'Domaine (Microsoft)']",https://www.oilandgasjobsearch.com/job/J3W32F6DPR3SL3K83MJ?ipath=CRJR4287,"Strasbourg, France",France,"{'lat': 48.5734053, 'lng': 7.752111299999999}"
4287,Fullstack Developer,Full-Time,"['Reactjs', 'Html5', 'Asp.Net Mvc', 'Asp.Net Mvc Framework', 'Bootstrap (Front End Framework)', 'Npm(Software)']",https://www.oilandgasjobsearch.com/job/J3M5CG71T7XJWMJ9S51?ipath=CRJR4288,"Warsaw, Poland",Poland,"{'lat': 52.2296756, 'lng': 21.0122287}"
4288,Pension Assistant,Full-Time,"['Authorization (Medical)', 'Data/Record Logging', 'Customer Service', 'Data Entry', 'Pensions', 'Microsoft Excel']",https://www.oilandgasjobsearch.com/job/J3S5JB6BPW653YFJDNZ?ipath=CRJR4289,"St. Louis, MO, USA",USA,"{'lat': 38.6270025, 'lng': -90.19940419999999}"
4289,IT Quality Assurance / Technical Writer,Full-Time,"['Communication', 'Software Systems', 'Testing', 'Documentation', 'Learning', 'Engineering']",https://www.oilandgasjobsearch.com/job/J3M1PH62Z07VDWJQHKD?ipath=CRJR4290,"Heredia, San José de la Montaña, Costa Rica",Costa Rica,"{'lat': 10.057888, 'lng': -84.11672999999999}"
4290,Process Control Principal Technical Consultant,Full-Time,"['Requirements Elicitation', 'User Requirements Documents', 'Pharmaceuticals', 'Documentation', 'Functional Requirement', 'Functional Specification']",https://www.oilandgasjobsearch.com/job/J3S0DY5W14XP36SZZWJ?ipath=CRJR4291,"Austin, TX, USA",USA,"{'lat': 30.267153, 'lng': -97.7430608}"
4291,PAS Technical Consultant,Full-Time,"['User Requirements Documents', 'Requirements Elicitation', 'Functional Requirement', 'Functional Specification', 'Business Process', 'Documentation']",https://www.oilandgasjobsearch.com/job/J3P1QS6D2NRYGTFJ1HC?ipath=CRJR4292,"Austin, TX, USA",USA,"{'lat': 30.267153, 'lng': -97.7430608}"
4292,Sustaining Engineer,Full-Time,"['Testing', 'Pspice', 'Scheduling', 'Electronics', 'Electrical Engineering', 'Lab View']",https://www.oilandgasjobsearch.com/job/J3Q4QQ6KQ3PQN56RTS4?ipath=CRJR4293,"Boulder, CO, USA",USA,"{'lat': 40.0149856, 'lng': -105.2705456}"
4293,Technical Writer,Full-Time,"['Technical Documentation', 'Prototype (Manufacturing)', 'Software Documentation', 'Marketing', 'Communication', 'Scheduling']",https://www.oilandgasjobsearch.com/job/J3P4JY72WG7FDKKL7BY?ipath=CRJR4294,"Warsaw, Poland",Poland,"{'lat': 52.2296756, 'lng': 21.0122287}"
4294,UI/UX Developer,Full-Time,"['Reactjs', 'Webpack', 'Npm(Software)', 'Html5', 'Database Development', 'Asp.Net']",https://www.oilandgasjobsearch.com/job/J3N53W6X9XB4CLGDFTT?ipath=CRJR4295,"Warsaw, Poland",Poland,"{'lat': 52.2296756, 'lng': 21.0122287}"
4295,Fullstack Developer,Full-Time,"['Reactjs', 'Html5', 'Asp.Net Mvc', 'Asp.Net Mvc Framework', 'Bootstrap (Front End Framework)', 'Npm(Software)']",https://www.oilandgasjobsearch.com/job/J3N06H6N344Z7RWYFHG?ipath=CRJR4296,"Warsaw, Poland",Poland,"{'lat': 52.2296756, 'lng': 21.0122287}"
4296,Sales Manager-Digital Transformation-West Africa,Full-Time,"['Selling Techniques', 'Coaching And Mentoring', 'Regional Sales', 'Sales', 'Positioning', 'Oil And Gas']",https://www.oilandgasjobsearch.com/job/J3N1NX705BHM8BLCLQ5?ipath=CRJR4297,"Lagos, Nigeria",Nigeria,"{'lat': 6.5243793, 'lng': 3.3792057}"
4297,HR Manager,Full-Time,"['Industrial Relations', 'Leadership', 'Employee Performance Management', 'Training', 'Performance Management', 'Performance Review']",https://www.oilandgasjobsearch.com/job/J3W6J762CJ4L2S776FQ?ipath=CRJR4298,Al Khobar Saudi Arabia,Saudi Arabia,"{'lat': 26.2171906, 'lng': 50.1971381}"
4298,Software Developer,Full-Time,"['Reactjs', 'Html5', 'Asp.Net Mvc', 'Asp.Net Mvc Framework', 'Bootstrap (Front End Framework)', 'Npm(Software)']",https://www.oilandgasjobsearch.com/job/J3T19Q6NWYPN8XNP6BV?ipath=CRJR4299,"Warsaw, Poland",Poland,"{'lat': 52.2296756, 'lng': 21.0122287}"
4299,Warehouse Coordinator III,Full-Time,"['Warehousing', 'Inventory Control', 'Self Motivation', 'Professional Attitude', 'Leadership', 'Microsoft Outlook']",https://www.oilandgasjobsearch.com/job/J3P05J6Z9MRMVVW66R2?ipath=CRJR4300,"Black Mountain, NC 28711, USA",USA,"{'lat': 35.6178951, 'lng': -82.3212302}"
4300,Senior R&D Engineer (Analysis of Rotating Machinery Vibration),Full-Time,"['Presentations', 'Testing', 'Documentation', 'English Language', 'Polish Language', 'Data Analysis']",https://www.oilandgasjobsearch.com/job/J3P3R56N85XPL8ZSYS3?ipath=CRJR4301,"Warsaw, Poland",Poland,"{'lat': 52.2296756, 'lng': 21.0122287}"
4301,GES Applications Engineer,Full-Time,"['Scheduling', 'Leadership', 'Engineering', 'Engineering Design Process', 'Microsoft Word', 'Microsoft Excel']",https://www.oilandgasjobsearch.com/job/J3P1ZW6VQVPH1YPJTZB?ipath=CRJR4302,"Pittsburgh, PA, USA",USA,"{'lat': 40.44062479999999, 'lng': -79.9958864}"
4302,Regulatory Compliance Analyst I,Full-Time,"['Reports', 'Auditing', 'Documentation', 'Distributors', 'Microsoft Office', 'Microsoft Power Point']",https://www.oilandgasjobsearch.com/job/J3T2GN6SJFW2RY45SS5?ipath=CRJR4303,"Heredia, San José de la Montaña, Costa Rica",Costa Rica,"{'lat': 10.057888, 'lng': -84.11672999999999}"
4303,Software Tester,Full-Time,"['Test Automation', 'Performance Testing', 'Software Testing', 'Testing', 'Documentation', 'Web Applications']",https://www.oilandgasjobsearch.com/job/J3T1356VW6YX97YQ10V?ipath=CRJR4304,"Warsaw, Poland",Poland,"{'lat': 52.2296756, 'lng': 21.0122287}"
4304,Logistics Coordinator,Full-Time,"['English Language', 'Vietnamese (Language)', 'Scheduling', 'Interpersonal Skills', 'Computer Literacy', 'Change Management']",https://www.oilandgasjobsearch.com/job/J3W6B66RVKMTSYXGJ77?ipath=CRJR4305,"Da Nang, Hải Châu District, Da Nang, Vietnam",Vietnam,"{'lat': 16.0544068, 'lng': 108.2021667}"
4305,PAS Senior Engineer,Full-Time,"['Pharmaceuticals', 'Automation', 'Life Sciences', 'Scheduling', 'Computer Control Systems', 'Requirements Elicitation']",https://www.oilandgasjobsearch.com/job/J3V0XD77GQW1B15V88P?ipath=CRJR4306,"Austin, TX, USA",USA,"{'lat': 30.267153, 'lng': -97.7430608}"
4306,Junior Software Development Engineer in Test (Test Automation),Full-Time,"['Test Automation', 'Regression Testing', 'Software Testing', 'Test Design', 'Selenium', 'Testing']",https://www.oilandgasjobsearch.com/job/J3M0TX6VJ85KYH7Y4P9?ipath=CRJR4307,"Warsaw, Poland",Poland,"{'lat': 52.2296756, 'lng': 21.0122287}"
4307,Cybersecurity Associate Field Engineer,Full-Time,"['Operations', 'Engineering', 'Customer Relationship Management', 'Installations (Manual/Mechanical)', 'Control Systems', 'Maintenance']",https://www.oilandgasjobsearch.com/job/J3W0ZQ668MLR58ZXVT7?ipath=CRJR4308,"Pittsburgh, PA, USA",USA,"{'lat': 40.44062479999999, 'lng': -79.9958864}"
4308,Contract Claims Manager,Full-Time,"['Scheduling', 'Operations', 'Construction Management', 'Procurement', 'Performance Appraisal', 'Engineering']",https://www.oilandgasjobsearch.com/job/J3M0YQ6N7FQDNMYGKVP?ipath=CRJR4309,"Iquique, Tarapacá, Chile",Chile,"{'lat': -20.2307033, 'lng': -70.1356692}"
4309,Pre-Operation Manager,Full-Time,"['Scheduling', 'Management', 'Operations', 'Engineering', 'Testing', 'Leadership']",https://www.oilandgasjobsearch.com/job/J3Q26Q6ZDCVLC1PKWCD?ipath=CRJR4310,"Iquique, Tarapacá, Chile",Chile,"{'lat': -20.2307033, 'lng': -70.1356692}"
4310,Project Controls Supervisor,Full-Time,"['Scheduling', 'Resource Loading', 'Metrics', 'Presentations', 'Operations', 'Mentorship']",https://www.oilandgasjobsearch.com/job/J3R87V60MXSN513L841?ipath=CRJR4311,"Ruiz Valledor 551, Salamanca, Illapel, Coquimbo, Chile",Chile,"{'lat': -31.781342, 'lng': -70.96801219999999}"
4311,Collection Specialist with Italian,Full-Time,"['Ledgers (Accounting)', 'Dealing With Ambiguity', 'Accounts Receivable', 'Collections', 'Receivables', 'Cash Flow Forecasting']",https://www.oilandgasjobsearch.com/job/J3W6S377C1MMJZWXWMX?ipath=CRJR4312,"Cluj-Napoca, Romania",Romania,"{'lat': 46.7712101, 'lng': 23.6236353}"
4312,Collection Specialist,Full-Time,"['Collections', 'Ledgers (Accounting)', 'Accounts Receivable', 'Electronic Billing', 'Billing', 'Receivables']",https://www.oilandgasjobsearch.com/job/J3N3P3739Q73L3PDC01?ipath=CRJR4313,"20831 Seregno, Province of Monza and Brianza, Italy",Italy,"{'lat': 45.6504567, 'lng': 9.2051608}"
4313,Customer Support Administrator,Full-Time,"['Stress Management', 'Attention To Detail', 'Complex Problem Solving', 'Self Motivation', 'Diplomacy', 'Active Listening']",https://www.oilandgasjobsearch.com/job/J3Q7P36GQHF70ZZR0Q1?ipath=CRJR4314,"Mt Pleasant, WI, USA",USA,"{'lat': 42.7369942, 'lng': -87.8844309}"
4314,Industrial Energy Development Specialist,Full-Time,"['Consulting', 'Business Development', 'Sales', 'Self Motivation', 'Revenues', 'Gross Margin']",https://www.oilandgasjobsearch.com/job/J3N4F56P2GFBN6NQCN6?ipath=CRJR4315,"Division No. 6, AB, Canada",Canada,"{'lat': 51.0463129, 'lng': -114.0534407}"
4315,Project Accountant,Full-Time,"['Creativity', 'Passionate', 'Curiosity', 'Leadership', 'Finance', 'Accounting']",https://www.oilandgasjobsearch.com/job/J3V4NC6J9KFND9JM0VP?ipath=CRJR4316,"Cluj-Napoca, Romania",Romania,"{'lat': 46.7712101, 'lng': 23.6236353}"
4316,Stage Analyste fonctionnel SI junior Logistique SAP Achats / Sto,Full-Time,"['Proactivité', 'Enterprise Resource Planning', ""Gestion De La Chaîne D'approvisionnement"", 'Anglais', 'Esprit (Logiciel De Sauvegarde)', 'Logistique']",https://www.oilandgasjobsearch.com/job/J3M1H873BWRJWVJ3LDN?ipath=CRJR4317,"Île-de-France, France",France,"{'lat': 48.8499198, 'lng': 2.6370411}"
4317,Stage Analyste fonctionnel SAP Logistique SD et CS F/H,Full-Time,"['Ménagère', 'Esprit (Logiciel De Sauvegarde)', 'Qualités Personnelles Questionnaires', 'Formation', 'Commerce (Extensible Markup Language Cxml)', 'Projet (Chaudière)']",https://www.oilandgasjobsearch.com/job/J3P7QN67G7PBZQV7MDN?ipath=CRJR4318,"Île-de-France, France",France,"{'lat': 48.8499198, 'lng': 2.6370411}"
4318,CALCUL DE STRUCTURES F/H,Full-Time,"['Client De Messagerie', 'Personne Qualifiée', 'Autosuffisance', 'Bac', 'Agriculture', 'Formation']",https://www.oilandgasjobsearch.com/job/J3M5TK67S8QR12XS14S?ipath=CRJR4319,"13127 Vitrolles, France",France,"{'lat': 43.45859799999999, 'lng': 5.249702999999999}"
4319,Analyste développeur SOA F/H,Full-Time,"['Anglais', 'Ménagère', 'Qualités Personnelles Questionnaires', 'Sql', 'Java', 'Web Services Description Langues']",https://www.oilandgasjobsearch.com/job/J3V7N0735NFYJR62P0Z?ipath=CRJR4320,"24 Rue Thomas Edison, 92230 Gennevilliers, France",France,"{'lat': 48.9311172, 'lng': 2.3130066}"
