,title,employer,location,worktype,skill
3958,Calculator Bouw,Brunel,Antwerp,Full-Time,['Kwaliteit (Verantwoordelijk Voor)']
3959,Bauzeichner,Brunel,Schleswig,Full-Time,"['Zeichnen (Unterricht)', 'Professional Development', 'Abfallwirtschaft', 'Computer Aided Design', 'Erlebnisp� Dagogik', 'Auto Cad']"
3960,Bauingenieur,Brunel,Braunschweig,Full-Time,"['Aktueller Software Markt', 'Religi̦ser Text', 'Deutsch (Sprachunterricht)', 'Architectural Engineering', 'Entwurf (Boiler)', 'Planung (Ausbildung)']"
3961,Bautechniker für den Gewerbebau,Brunel,Kiel,Full-Time,"['B (Programming Language)', 'Professional Development', 'Klasse', 'Einzelhandel', 'Die Vorbereitung', 'Bau']"
3962,Projektleiter Verfahrenstechnik / Anlagenbau,Brunel,Köln,Full-Time,"['Chemieingenieurwesen', 'Chemie', 'Anlagenbau', 'Verfahrenstechnik (Technische Aspekte)', 'Mechanik', 'Electronic Components']"
3963,Bauleiter,Brunel,Braunschweig,Full-Time,"['Aftersales', 'Architektur', 'Deutsch (Sprachunterricht)', 'Science', 'Berufsausbildung Mit Abitur', 'Vor']"
3964,HSE Manager Energietechnik,Brunel,Nürnberg,Full-Time,"['Health', 'Gesundheit', 'Energietechnik']"
3965,Mechatroniker / Industriemechaniker,Brunel,Herford,Full-Time,"['Erwachsenenbildung', 'Elektrische Ballast', 'Professional Development', 'Mechanisch', 'Wartbarkeit', 'Mechatronik']"
3966,Technischer Sachbearbeiter Schiffbau,Brunel,Kiel,Full-Time,"['Pferdepflege', 'Fertigung (Elektrisch/Telefon)', 'Leistungsoptimierung', 'Stimmen (Akkordeon)', 'Organisationsstruktur', 'Elektrotechnik']"
3967,Versuchsingenieur/-techniker für elektrische Antriebe,Brunel,München,Full-Time,"['Dokumentation (Prozessindustrie)', 'Aircraft Maintenance', 'Softwares', 'Leistungsoptimierung', 'Planung (Ausbildung)', 'Erlebnisp� Dagogik']"
3968,Techniker/Ingenieur Versorgungstechnik - HLSK,Brunel,Ibbenbüren,Full-Time,"['Leistungsoptimierung', 'Haushalt']"
3969,Bauleiter/In,Brunel,Zürich,Full-Time,"['Erwachsenenbildung', 'Kreatives Denken', 'Aftersales', 'Entrepreneurship', 'Verhandlung', 'Military Trainings']"
3970,Projectingenieur – Tekenaar Architectonisch Beton,Brunel,Izegem,Full-Time,"['Modelleren (Keramiek/Porselein)', 'Montage (Tv Producties)', 'Montage']"
3971,Bauingenieur Hochbau Stahlbau,Brunel,Villingen-Schwenningen,Full-Time,"['Berechnungen', 'Deutsch (Sprachunterricht)', 'Englisch (Sprachunterricht)', 'Aluminium', 'Erlebnisp� Dagogik', 'Volkswirtschaftslehre']"
3972,Electrical Manager,Brunel,Dubai,Full-Time,"['Scheduling', 'Oil And Gas', 'Subcontracting', 'Reports', 'Electrical Engineering', 'Installations (Computer Systems)']"
3973,EMSR Techniker,Brunel,Köln,Full-Time,"['Command Controls', 'Organisationsstruktur', 'Planung (Ausbildung)', 'Einhaltung Gesetzlicher Vorschriften', 'Ms Office', 'Sicherstellung (Recht)']"
3974,Ingenieur TGA für Heizungs-/ Lüftungs- / Sanitär- und Versorgungstechnik,Brunel,Bielefeld,Full-Time,"['Professional Development', 'Computer Aided Design', 'Versorgungstechnik', 'Bearbeitung', 'Planung (Ausbildung)', 'Entwicklung (Fotografie)']"
3975,Ingenieur für Netzplanung und Netzmodellierung DIgSILENT Powerfactory,Brunel,Dresden,Full-Time,"['Electronic Components', 'Professional Development', 'Risikobewertungen', 'Analyse', 'Planung (Ausbildung)', 'Entwicklung (Fotografie)']"
3976,Bauleiter in chemischen Anlagen,Brunel,Mannheim,Full-Time,"['Dokumentation (Prozessindustrie)', 'Leitung (Multimedia Entwicklungsprogramm)', 'Organisationsstruktur', 'Planung (Ausbildung)', 'Einhaltung Gesetzlicher Vorschriften', 'Serielle Daten� Bertragung']"
3977,Technischer Zeichner,Brunel,Duisburg,Full-Time,"['Zusammenarbeit', 'Artikel Design', 'Dokumentation', 'Technische Illustration', 'Konstruktion (Funktechnik)', 'Anlagenbau']"
3978,Systemingenieur Primärtechnik,Brunel,Rostock,Full-Time,"['Bautechnik (Technische Aspekte)', 'Zusammenarbeit', 'Bau', 'Energie (Rationeller Einsatz)', 'Analyse', 'Planung (Ausbildung)']"
3979,TGA Projektleiter,Brunel,Bochum,Full-Time,"['Centroid', 'Professional Development', 'Rechtsstreitigkeiten', 'Studium']"
3980,Freelancer Funktionale Sicherheit (m/w/d),Brunel,Duisburg,Full-Time,"['Elektrotechnik', 'Chemie', 'B (Programming Language)', 'Elektronischer Handel', 'Beurteilung Eines Klassifikators', 'Holismus']"
3981,Bauleiter Elektrotechnik,Brunel,Flensburg,Full-Time,"['Dokumentation (Prozessindustrie)', 'Zeichnen (Unterricht)', 'Projektstrukturplan', 'Projektmanagement', 'Feldforschung', 'Leistungsoptimierung']"
3982,Ingenieur Brandschutztechnik,Brunel,Aachen,Full-Time,"['Bauordnungsrecht', 'Aftersales', 'Beratung (Pr� Ventive Tierpflege)', 'Brandschutztechnik', 'Anleger (Finanzmarkt)', 'Brandschutz']"
3983,Test Ingenieur Brandschutzprodukte,Brunel,München,Full-Time,"['Erwachsenenbildung', 'Dokumentation (Prozessindustrie)', 'Maschinenbau', 'Feldforschung', 'Die Vorbereitung', 'Religi̦ser Text']"
3984,Consultant Brunel Engineering Groningen,Brunel,Groningen,Full-Time,"['Public Switched Telephone Networks', 'Traffic Engineering', 'Otn', 'Signalling Connection Control Part (Sccp)', 'Transaction Language 1', 'Internet Protocols Suite']"
3985,"(Junior) Bauingenieur Siedlungswasserwirtschaft, Schwerpunkt Wasserversorgung",Brunel,Aachen,Full-Time,"['Berechnungen', 'Auswertung (Informatik)', 'Vor', 'Bearbeitung', 'Planung (Ausbildung)', 'Auto Cad Civil 3 D']"
3986,Projektleiter im Multiprojektmanagement (m/w/d),Brunel,Essen,Full-Time,"['Zeichnen (Unterricht)', 'Deutsch (Sprachunterricht)', 'Projektstrukturplan', 'Reklamationen (Entgegennahme Und Bearbeitung)', 'Bearbeitung', 'Qualifizieren Dimensionieren']"
3987,Bauzeichner / Konstrukteur,Brunel,Braunschweig,Full-Time,"['Aftersales', 'Edv', 'Glaser', 'Deutsch (Sprachunterricht)', 'Computer Aided Design', 'Berufsausbildung Mit Abitur']"
3988,Chemielaborant im GMP regulierten Umfeld,Brunel,Kiel,Full-Time,"['Differentialgeometrie', 'Instandhaltung', 'Herstellung', 'Personalbeschaffung', 'Elektrophorese', 'Professional Development']"
3989,Technischer Produktdesigner Projektumfeld,Brunel,Flensburg,Full-Time,"['Tracking Systems (Geolocation)', 'Zusammenarbeit', 'Professional Development', 'Dokumentenmanagementsysteme', 'Artikel Design', 'Vermittlung']"
3990,Projectleider Bouw,Brunel,Antwerp,Full-Time,"['Planning', 'Frans (Taalonderricht)', 'Engels (Taalonderricht)', 'Leiding (Multimediaontwikkelingsprogramma)']"
3991,3D CAD Konstrukteur Anlagenplanung,Brunel,Weyhe,Full-Time,"['Professional Development', 'Aftersales', 'Dokumentation', 'Konstruktion (Funktechnik)', 'Computer Aided Design', 'Inventor']"
3992,Bauleiter Hochbau,Brunel,Kassel,Full-Time,"['Microsoft Office', 'Microsoft Project', 'Dokumentation (Prozessindustrie)', 'Betriebsplanung', 'Leitung (Multimedia Entwicklungsprogramm)', 'Command Controls']"
3993,Terminplaner Energietechnik,Brunel,Nürnberg,Full-Time,"['Energie (Rationeller Einsatz)', 'Aftersales', 'Ms Project', 'Primavera', 'Projektierung', 'Haushalt']"
3994,Bauzeichner Industriebau,Brunel,München,Full-Time,"['Pl� Ne F� R Den Ruhestand', 'Berufsausbildung Mit Abitur', 'R� Ckkopplung', 'Vor', 'Auto Cad']"
3995,Berechnungsingenieur für Entwicklungsprojekte (m/w/d),Brunel,Essen,Full-Time,"['Ms Office', 'Planung (Ausbildung)']"
3996,Sachbearbeiter Ersatzteilmanagement und Auftragsabwicklung,Brunel,Mannheim,Full-Time,"['Aftersales', 'Personalbeschaffung', 'Word Wise', 'Einhaltung Gesetzlicher Vorschriften', 'Die Umsatzerl̦se', 'Interkulturelle Kompetenz']"
3997,Softwareentwickler C#,Brunel,Münster,Full-Time,"['Consultative Selling', 'Cold Calling', 'Sales Process', 'Sales Management', 'Consumer Sales', 'Business To Business']"
3998,Technischer Redakteur Elektrotechnik,Brunel,Bielefeld,Full-Time,"['Erwachsenenbildung', 'Elektrotechnik', 'Dokumentation (Prozessindustrie)', 'Professional Development', 'Dokumentation', 'Lektorat']"
3999,Entwicklungsingenieur - Elektrische Antriebsentwicklung,Brunel,Augsburg,Full-Time,"['Toll', 'Dokumentation (Prozessindustrie)', 'Wissensdatenbank', 'Systeme Simulation', 'Simulationen', 'Erlebnisp� Dagogik']"
4000,Prozessingenieur,Brunel,Kassel,Full-Time,"['Fertigung (Elektrisch/Telefon)', 'Chemieingenieurwesen', 'Verfahrenstechnik (Technische Aspekte)', 'Analyse']"
4001,Technischer Zeichner,Brunel,Kempten (Allgäu),Full-Time,"['Professional Development', 'Pferdepflege', 'Technisches Zeichnen', 'Aftersales', 'Technische Illustration', 'Computer Aided Design']"
4002,Projectleider Installatietechniek,Brunel,Utrecht,Full-Time,"['Planning', 'Elektrotechniek', 'Regeltechniek', 'Werktuigbouwkunde', 'Werktuigbouwkunde (Onderwijs Geven)', 'Installatietechniek']"
4003,Technischer Redakteur für das Dokumentenmanagement,Brunel,München,Full-Time,"['Datenbanken', 'Dokumentation (Prozessindustrie)', 'Montage (Filmproduktion)', 'Professional Development', 'Pferdepflege', 'Aftersales']"
4004,Technischer Zeichner für verfahrenstechnische Großanlagen,Brunel,Mannheim,Full-Time,"['Zeichnen (Unterricht)', 'Professional Development', 'Suche (Personalrekrutierung)', 'Vor', 'Aufzeichnung', 'Sap']"
4005,Project Engineer,Brunel,Leeuwarden,Full-Time,['Industrie (Verkoop)']
4006,Biologielaborant / Chemielaborant Pharma / Life Sciences,Brunel,Mannheim,Full-Time,"['Einhaltung Gesetzlicher Vorschriften', 'Dokumentation (Prozessindustrie)', 'Professional Development', 'Sap', 'Prozessverbesserung', 'Erlebnisp� Dagogik']"
4007,Servicetechniker Gebäudeautomation,Brunel,Mannheim,Full-Time,"['Zusammenarbeit', 'B (Programming Language)', 'Professional Development', 'Steuer Theorien', 'Feldforschung', 'Planung (Ausbildung)']"
4008,Bauleiter Kraftwerkstechnik,Brunel,Nürnberg,Full-Time,"['Montage (Filmproduktion)', 'Deutsch (Sprachunterricht)', 'Analyse', 'Haushalt', 'Personalbeschaffung', 'Baumanagement']"
4009,QHSSE Manager,Brunel,Georgetown,Full-Time,"['Iso 14000 Standard', 'Oil Painting', 'Oil And Gas', 'Management', 'Ohsas 18001 Standard', 'Oil And Gas']"
4010,Projektleiter Hochbau Schwerpunkt Wohnungsbau,Brunel,Aachen,Full-Time,"['Beratung (Pr� Ventive Tierpflege)', 'Aftersales', 'Leitung (Multimedia Entwicklungsprogramm)', 'Gliederung Der Zubereitung Von Speisen', 'Computer Aided Design', 'Bau']"
4011,Sicherheitsfachkraft (Sicherheitsingenieur),Brunel,Osnabrück,Full-Time,"['Einhaltung Gesetzlicher Vorschriften', 'Meister', 'Arbeitsschutz', 'Beurteilung Eines Klassifikators', 'Gesetzlicher Richter', 'Gesundheitsschutz (Wohnhygiene U.A.)']"
4012,Mechatroniker / Industriemechaniker,Brunel,Osnabrück,Full-Time,"['Erwachsenenbildung', 'Elektrische Ballast', 'Professional Development', 'Mechanisch', 'Wartbarkeit', 'Mechatronik']"
4013,Mechanical Lead & Design Engineer,Brunel,Köln,Full-Time,"['Solid Edge', 'Deutsch (Sprachunterricht)', 'Design', 'Externe Firewall', 'Mechanisch', 'Planung (Ausbildung)']"
4014,Technischer Redakteur,Brunel,Lübeck,Full-Time,"['Enterprise Resource Planning', 'Dokumentation', 'Produkte Von Microsoft', 'Lektorat', 'Leistungsoptimierung', 'Erlebnisp� Dagogik']"
4015,TGA - Planungsingenieur,Brunel,München,Full-Time,"['Konstruktion (Funktechnik)', 'Unternehmen', 'Computer Aided Design', 'Versorgungstechnik', 'Organisationsstruktur', 'Planung (Ausbildung)']"
4016,Package Engineering Lead,Brunel,Qatar,Full-Time,"['Scheduling', 'Engineering', 'Technical Support', 'Coordinating', 'Change Management', 'Computer Hardware']"
4017,Junior Softwareentwickler C#,Brunel,Salzbergen,Full-Time,"['Adobe Creative Suite', 'Billboards', 'Graphic Design', 'Infographics (Illustration)', 'Advertisement', 'Logos']"
4018,Ingenieur/In für Hoch- und Kunstbauten,Brunel,Schweiz/Suisse/Switzerland,Full-Time,"['Technologie', 'Kreatives Denken', 'Beschaffung', 'Innovation', 'Professional Development', 'Projektmanagement']"
4019,Bauleiter Elektrotechnik,Brunel,Berlin,Full-Time,"['Zeichnen (Unterricht)', 'Projektstrukturplan', 'Dokumentation (Prozessindustrie)', 'Projektmanagement', 'Feldforschung', 'Leistungsoptimierung']"
4020,Architekt als Projektleiter - Hochbau,Brunel,Aachen,Full-Time,"['Leitung (Multimedia Entwicklungsprogramm)', 'Gliederung Der Zubereitung Von Speisen', 'Leistungsoptimierung', 'Command Controls', 'Studium']"
4021,Bauleitender Monteur,Brunel,Göttingen,Full-Time,"['Erwachsenenbildung', 'Meister', 'Montage (Filmproduktion)', 'Professional Development', 'Vor', 'Erlebnisp� Dagogik']"
4022,Projektleiter Stahlbau/Hallenbau,Brunel,Osnabrück,Full-Time,"['Meister', 'Bauingenieurwesen', 'Projektstrukturplan', 'Materialien', 'Leitung (Multimedia Entwicklungsprogramm)', 'Einkauf']"
4023,Elektroingenieur E-Mobility,Brunel,Salzbergen,Full-Time,"['Elektrifizierung', '��Berbau', 'E (Programming Language)', 'Elektromotoren (��Berholung)', 'Mechatronik', 'Planung (Ausbildung)']"
4024,Maintenance Engineer,Brunel,Groningen,Full-Time,"['Procestechniek (Verkoop)', 'Kwaliteit (Verantwoordelijk Voor)', 'Machines (Ontwerp)', 'Werktuigbouwkunde', 'Werktuigbouwkunde (Onderwijs Geven)']"
4025,Calculator Installatietechniek,Brunel,Utrecht,Full-Time,"['Elektrotechniek', 'Regeltechniek', 'Werktuigbouwkunde', 'Werktuigbouwkunde (Onderwijs Geven)', 'Installatietechniek']"
4026,Projektkoordination SAP Windenergie,Brunel,Hamburg,Full-Time,"['Projektstrukturplan', 'Sap', 'Aftersales', 'Deutsch (Sprachunterricht)', 'Sprechen', 'Buchhaltung']"
4027,Verfahrensingenieur / Verfahrenstechniker,Brunel,Mannheim,Full-Time,"['Chemieingenieurwesen', 'Interkulturelle Kompetenz', 'Softwares', 'Verfahrenstechnik (Technische Aspekte)', 'Vor', 'Prozesssimulation']"
4028,Elektroniker - Betriebstechnik,Brunel,Wismar,Full-Time,"['Instandsetzung', '��Berbau', 'Steuer Theorien', 'Electronic Engineering', 'Betriebstechnik (Amateurfunk)', 'Berufsausbildung Mit Abitur']"
4029,Technischer Redakteur | Schulung,Brunel,Schleswig,Full-Time,"['Erwachsenenbildung', 'Dokumentation (Prozessindustrie)', 'Professional Development', 'Aftersales', 'Dokumentation', 'Vermittlung']"
4030,Technischer Systemplaner,Brunel,Braunschweig,Full-Time,"['Technischer Systemplaner', 'Elektrotechnik', 'Berechnungen', 'Dokumentation (Prozessindustrie)', 'Raumluft', 'Professional Development']"
4031,Planungsingenieur Verfahrenstechnik Anlagenbau,Brunel,Mannheim,Full-Time,"['Deutsch (Sprachunterricht)', 'Zusammenarbeit', 'Planung (Ausbildung)']"
4032,Jungbauleiter Tief- und Straßenbau,Brunel,Fulda,Full-Time,"['Auftragnehmer', 'Bauingenieurwesen', 'Komplette Androgenresistenz', 'Verkehrsbauwesen', 'Planung (Ausbildung)', 'Feilschen']"
4033,Sachbearbeiter Versand (Export / Zoll),Brunel,Bochum,Full-Time,"['Komplette Androgenresistenz', 'B (Programming Language)', 'Enterprise Resource Planning', 'Professional Development', 'Sap', 'Zollrecht']"
4034,Arbeitsvorbereiter | chemische Industrie,Brunel,Schleswig,Full-Time,"['Meister', 'Verfahrenstechnik (Technische Aspekte)', 'Zeitpunkt', 'Planung (Ausbildung)', 'Erlebnisp� Dagogik', 'Broadcast Verz̦gerung']"
4035,Chemikant / Chemiefacharbeiter Wechselschicht,Brunel,Mannheim,Full-Time,"['Einhaltung Gesetzlicher Vorschriften', 'Professional Development', 'Gesundheitsschutz (Wohnhygiene U.A.)', 'Kontinuierlicher Verbesserungsprozess', 'Deutsch (Sprachunterricht)', 'Ultraschallreinigung']"
4036,Automatisierungsingenieur / Automatisierungstechniker,Brunel,Kiel,Full-Time,"['Elektrotechnik', 'Professional Development', 'Aftersales', 'Werkzeuge Zur Programmierung', 'Automatisierungstechnik (Unterricht)', 'Vor']"
4037,Fachkraft für Arbeitssicherheit und Qualität (HSEQ),Brunel,Heilbronn,Full-Time,"['Management Systeme', 'Auswertung (Informatik)', 'Arbeitsschutz', 'Energie (Rationeller Einsatz)', 'Professional Development', 'Pferdepflege']"
4038,Entwicklungsingenieur,Brunel,Villingen-Schwenningen,Full-Time,"['Dokumentation', 'Softwares', 'Hardware Entwicklung', 'Erlebnisp� Dagogik', 'Entwicklung (Fotografie)', 'Maschinenbau']"
4039,Automatisierungsingenieur / Automatisierungstechniker,Brunel,Berlin,Full-Time,"['Elektrotechnik', 'Professional Development', 'Aftersales', 'Werkzeuge Zur Programmierung', 'Automatisierungstechnik (Unterricht)', 'Vor']"
4040,Elektrotechnikingenieur - Planung von Schaltanlagen,Brunel,Rostock,Full-Time,"['Steuerungstechnik', 'Elektrotechnik', 'Dokumentation (Prozessindustrie)', 'Computer Aided Design', 'Vor', 'Planung (Ausbildung)']"
4041,Head of QA/QC – Yards,Brunel,Qatar,Full-Time,"['Welding', 'Oil And Gas', 'Oil Painting', 'Quality Management', 'Coordinating', 'Oil And Gas']"
4042,Bauingenieur Hochbau,Brunel,Landshut,Full-Time,"['Erwachsenenbildung', 'Kreatives Denken', 'Zusammenarbeit', 'Bauingenieurwesen', 'Professional Development', 'Ms Project']"
4043,Vermessungsingenieur im Straßen- und Tiefbau,Brunel,Osnabrück,Full-Time,"['Vermessungstechnik', 'Auto Cad', 'Broadcast Verz̦gerung']"
4044,Projectingenieur Infrastructuur,Brunel,Izegem,Full-Time,['Leiding (Multimediaontwikkelingsprogramma)']
4045,Planungsingenieur Automatisierungstechnik,Brunel,Berlin,Full-Time,"['Dokumentation (Prozessindustrie)', 'Ms Office', 'Auswertung (Informatik)', 'Englisch (Sprachunterricht)', 'Aufnahme', 'Qualifizieren Dimensionieren']"
4046,"HEAD, CONSTRUCTION",Qatar Petroleum,"Doha, Doha",Contractor,"['Quality Management', 'Test Planning', 'Refurbishment', 'Environmentalism', 'Engineering', 'Commissioning']"
4047,"HEAD, CONSTRUCTION",Qatar Petroleum,"Doha, Doha",Full-Time,"['Quality Management', 'Test Planning', 'Refurbishment', 'Environmentalism', 'Engineering', 'Commissioning']"
4048,HSE Manager,OILANDGAS,"Kalundborg, Sjaælland",Full-Time,"['Storage (Warehousing)', 'Environmentalism', 'Management', 'Computer Literacy', 'Communication', 'Investigation']"
4049,SR. WELL INTEGRITY ENGINEER,Qatar Petroleum,"Doha, Doha",Contractor,"['Logging (Construction)', 'Operations', 'Testing', 'Management', 'Oil And Gas']"
4050,Brownfield Lead (Wellheads),OILANDGAS,"Doha, Doha",Contractor,"['Leadership', 'Time Management', 'Coordinating', 'Management', 'Hazard Identification', 'Scheduling']"
4051,SAS Engineer (Safety & Automations Systems),OILANDGAS,"Al Khubar, Ash Sharqiyah",Contractor,"['Automation', 'Sas (Software)', 'Testing', 'Acceptance Testing', 'Documentation', 'Control Systems']"
4052,Senior Geotechnical Engineer,Worley,"Calgary, Calgary (Div. 6), Alberta",Full-Time,"['Civil Engineering', 'Operations', 'Geotechnical Engineering', 'Management', 'Engineering', 'Soil Science']"
4053,Principal Geotechnical Engineer,Worley,"Calgary, Calgary (Div. 6), Alberta",Full-Time,"['Geotechnical Engineering', 'Engineering Design Process', 'Soil Mechanics', 'Management', 'Proposal Writing', 'Slope Stability']"
4054,TGA - Planungsingenieur,Brunel - Netherlands,"München, Bayern",Full-Time,"['Konstruktion (Funktechnik)', 'Unternehmen', 'Computer Aided Design', 'Versorgungstechnik', 'Organisationsstruktur', 'Planung (Ausbildung)']"
4055,Staatlich geprüfter Techniker für den Schiffbau,Brunel - Netherlands,"Bremen, Bremen",Full-Time,"['Regelventile', 'Schiffbau', 'System V', 'Pumps', 'Planung (Ausbildung)', 'Qualifizieren Dimensionieren']"
4056,Bauinformatiker,Brunel - Netherlands,"München, Bayern",Full-Time,"['Projektkoordination', 'Planung (Ausbildung)', 'Inhouse Consulting', 'Spannungs Dehnungs Analyse', 'Centroid']"
4057,Bauleiter Tiefbau,Brunel - Netherlands,Bayern,Full-Time,"['Einhaltung Gesetzlicher Vorschriften', 'Kreatives Denken', 'Bauingenieurwesen', 'Kanal', 'Berufsausbildung Mit Abitur', 'Verhandlung']"
4058,First / Second Level Support IT,Brunel - Netherlands,"Rotenburg, Niedersachsen",Full-Time,"['Interner Zinsfu��', 'Professional Development', 'Systemintegration', 'Windows Server', 'Netzwerke (��Berwachung)', 'Microsoft Windows']"
4059,Messtechniker,Brunel - Netherlands,Bayern,Full-Time,"['Englisch (Sprachunterricht)', 'Aftersales', 'Unternehmen', 'Instandhaltung', 'Computer Aided Dreidimensionale Interactive Application (Catia)', 'Deutsch (Sprachunterricht)']"
4060,Bauingenieur Tiefbau Schwerpunkt Planung,Brunel - Netherlands,"Köln, Nordrhein-Westfalen",Full-Time,"['Cad Programme (Ausbildungsangebot)', 'Aftersales', 'Architectural Engineering', 'Planung (Ausbildung)', 'Centroid', 'Auto Cad']"
4061,Delivery Systems Specialist - Systems Development & Integration,Worley,IND-MM-Navi Mumbai,Full-Time,"['C Sharp (Programming Language)', 'J Query', 'Asp.Net', 'Hyper Text Markup Language (Html)', 'Visual Basic (Programming Language)', 'Java Script (Programming Language)']"
4062,Senior Contracts Administrator,Bechtel OG & C,"Lima, Lima",Full-Time,"['Reports', 'Management', 'Finance', 'Administration', 'Accounting', 'Engineering']"
4063,Contracts Specialist,Bechtel OG & C,"Lima, Lima",Full-Time,"['Reports', 'Automation', 'Manuals', 'Management', 'Administration', 'Data Compilation']"
4064,Softwareentwickler Embedded Systems (C++ / Linux),Brunel - Netherlands,"Köln, Nordrhein-Westfalen",Full-Time,"['Kreatives Denken', 'C++ (Builder Programmiertool)', 'Qt (Software)', 'C (Programmiersprache)', 'Softwares', 'Werkzeuge Zur Programmierung']"
4065,Ingenieur TGA für Heizungs-/ Lüftungs- / Sanitär- und Versorgung,Brunel - Netherlands,"Bielefeld, Nordrhein-Westfalen",Full-Time,"['Professional Development', 'Computer Aided Design', 'Versorgungstechnik', 'Bearbeitung', 'Planung (Ausbildung)', 'Entwicklung (Fotografie)']"
4066,Bauingenieur Tiefbau Schwerpunkt Bauüberwachung,Brunel - Netherlands,"Köln, Nordrhein-Westfalen",Full-Time,"['Gliederung Der Zubereitung Von Speisen', 'Aftersales', 'Wahrnehmung', 'Architectural Engineering', 'Centroid', 'Tiefbau (Maschinen Bedienen)']"
4067,AfterMarket Associate,OILANDGAS,"Pasig, Rizal",Full-Time,"['Return Merchandise Authorization', 'Service Quality', 'Data Analysis', 'Supply Chain Management', 'Administration', 'Customer Service']"
4068,Senior Contracts Administrator,Bechtel OG & C,"Lima, Lima",Full-Time,"['Management', 'Finance', 'Administration', 'Accounting', 'Engineering', 'Settlement']"
4069,Software Tester,Careerbuilder,Work From Home,Part-Time,"['Onboarding', 'Performance Management', 'Bidding', 'Subcontracting', 'Leadership', 'Resourcing']"
4070,Process Control Specialist,NES Global UK,"Ta Phut, Rayong",Contractor,"['Troubleshooting (Problem Solving)', 'Refinery', 'Operations', 'Process Control', 'Leadership', 'Training']"
4071,"HEAD, CYBER SECURITY (OPNS TECHNOLOGY)",Qatar Petroleum,"Doha, Middle East",Contractor,"['Occupational Therapy', 'Business Communication', 'Information Security', 'Firewalls (Computer Science)', 'Engineering', 'Certified Information Systems Security Professional']"
4072,PROJECT INTERFACE LEAD,Qatar Petroleum,"Doha, Middle East",Contractor,"['Interpersonal Skills', 'Conflict Resolution', 'Oil And Gas', 'Oil Painting', 'Procurement', 'Installations (Manual/Mechanical)']"
4073,SR. HSE ENGINEER,Qatar Petroleum,"Doha, Middle East",Contractor,"['Safety Engineering', 'Health Safety And Environment', 'Management', 'Infrastructure', 'Engineering', 'Investigation']"
4074,"HEAD, CONSTRUCTION",Qatar Petroleum,"Doha, Middle East",Contractor,"['Quality Management', 'Test Planning', 'Refurbishment', 'Environmentalism', 'Engineering', 'Commissioning']"
4075,EC&I Senior Engineer,CH2M & Jacobs,"Stockton-on-Tees, Durham",Full-Time,"['Scheduling', 'Engineering', 'Documentation', 'Operations', 'User Requirements Documents', 'Infrastructure']"
4076,Social Media Manager - E.ON Next,OILANDGAS,"Field, Kentucky",Full-Time,['Attention To Detail']
4077,Crude Trader (China and Latin America Experience),OILANDGAS,Khwaeng Khlong Tan Nuea,Contractor,"['Trading', 'Equities', 'Latin (Language)']"
4078,Well Site Engineers,OILANDGAS,London,Contractor,"['Oil And Gas', 'Oil Painting', 'Oil And Gas', 'Stocks (Inventory)', 'Stocks (Finance)']"
4079,Geotechnical Engineer,OILANDGAS,London,Full-Time,"['Geotechnical Engineering', 'Calculations']"
4080,"Solar Project Development Coordinator - Rome, Italy",Leap 29 Ltd,Roma,Full-Time,"['Grid Connections', 'Coordinating', 'Management', 'Finance', 'Investments', 'Italian (Language)']"
4081,"Maths Graduate Scheme 2021 (Multiple, GB)",EDF Energy,London,Full-Time,['Mathematics']
4082,"Chemistry Graduate Scheme 2021 (Multiple, GB)",EDF Energy,London,Full-Time,"['Chemistry', 'Coordinating', 'Scheme (Programming Language)', 'Learning', 'Mathematics', 'Electricity Generation']"
4083,"Materials & Metallurgy Graduate Scheme 2021 (Multiple, GB)",EDF Energy,London,Full-Time,"['Operations', 'Purchasing', 'Procurement', 'Distribution (Business)', 'Manufacturing', 'Quality Control']"
4084,"Physics Graduate Scheme 2021 (Multiple, GB)",EDF Energy,London,Full-Time,"['Coordinating', 'Scheme (Programming Language)', 'Learning', 'Physics', 'Electricity Generation', 'Nuclear Power']"
4085,"Civil Engineering Graduate Scheme 2021 (Multiple, GB)",EDF Energy,London,Full-Time,['Civil Engineering']
4086,"Mechanical Engineering Graduate Scheme 2021 (Multiple, GB)",EDF Energy,London,Full-Time,"['Mechanical Engineering', 'Coordinating', 'Scheme (Programming Language)', 'Learning', 'Electricity Generation', 'Chartered Engineer']"
4087,Electrical Engineer – Substation Design,OILANDGAS,"Brighton, Brighton and Hove",Full-Time,"['Electrical Engineering', 'English Language', 'French Languages', 'Coordinating', 'Information Management']"
4088,Lead Piping Designer,Kintec Global,London,Full-Time,"['Installations (Manual/Mechanical)', '3 D Modeling', 'Computer Aided Design', 'Isometric Exercise', 'Construction', 'Commissioning']"
4089,Senior Backend Javascript Developer,OILANDGAS,London,Full-Time,"['Confluence (Physical Geography)', 'Server Side', 'Software Development Life Cycle', 'Unit Testing', 'React', 'Bitbucket']"
4090,Lead Electrical Designer,Kintec Global,London,Full-Time,"['Installations (Manual/Mechanical)', 'Oil And Gas', 'Construction', 'Engineering', 'Commissioning', 'Network Routing']"
4091,Product Manager,OILANDGAS,London,Full-Time,"['Business To Business', 'Business Development', 'Technology Roadmap', 'Telecommunications']"
4092,Construction Engineer,Kintec Global,London,Full-Time,"['Lifting Operations And Lifting Equipment Regulations', 'Operations', 'Microsoft Access', 'Operations Management', 'Management', 'Installations (Manual/Mechanical)']"
